Time X Y Theta
1747176657.058 0.000 0.000 2.950
1747176657.123 0.000 0.000 2.950
1747176657.123 0.000 0.000 2.950
1747176659.116 0.000 0.000 1.260
1747176659.116 0.000 0.000 1.260
1747176661.165 0.000 0.000 0.350
1747176662.160 0.000 0.000 0.350
1747176662.160 0.000 0.000 0.350
1747176663.218 0.000 0.000 4.380
1747176663.218 0.000 0.000 4.380
1747176665.256 0.000 0.000 -1.100
1747176665.256 0.000 0.000 -1.100
1747176665.256 0.000 0.000 -1.100
1747176667.307 0.000 0.000 -2.360
1747176667.307 0.000 0.000 -2.360
1747176669.359 0.000 0.000 -4.130
1747176669.359 0.000 0.000 -4.130
1747176671.352 0.000 0.000 1.950
1747176672.230 0.000 0.000 1.950
1747176672.230 0.000 0.000 1.950
1747176673.353 0.000 0.000 -3.220
1747176673.353 0.000 0.000 -3.220
1747176675.411 0.000 0.000 2.760
1747176675.411 0.000 0.000 2.760
1747176675.411 0.000 0.000 2.760
1747176677.403 0.000 0.000 -0.610
1747176677.403 0.000 0.000 -0.610
1747176679.458 0.000 0.000 -4.680
1747176679.458 0.000 0.000 -4.680
1747176681.450 0.000 0.000 -3.070
1747176682.321 0.000 0.000 -3.070
1747176682.321 0.000 0.000 -3.070
1747176683.504 0.000 0.000 1.510
1747176683.504 0.000 0.000 1.510
1747176685.497 0.000 0.000 -0.630
1747176685.497 0.000 0.000 -0.630
1747176685.497 0.000 0.000 -0.630
1747176687.551 0.000 0.000 -2.050
1747176687.551 0.000 0.000 -2.050
1747176689.544 0.000 0.000 1.890
1747176689.544 0.000 0.000 1.890
1747176691.538 0.000 0.000 1.440
1747176692.411 0.000 0.000 1.440
1747176692.411 0.000 0.000 1.440
1747176693.594 0.000 0.000 -4.860
1747176693.594 0.000 0.000 -4.860
1747176695.586 0.000 0.000 -2.760
1747176695.586 0.000 0.000 -2.760
1747176695.586 0.000 0.000 -2.760
1747176697.638 0.000 0.000 -0.790
1747176697.638 0.000 0.000 -0.790
1747176699.632 0.000 0.000 0.090
1747176699.632 0.000 0.000 0.090
1747176701.684 0.000 0.000 -0.550
1747176702.495 0.000 0.000 -0.550
1747176702.495 0.000 0.000 -0.550
1747176703.740 0.000 0.000 -3.150
1747176703.740 0.000 0.000 -3.150
1747176705.737 0.000 0.000 3.300
1747176705.737 0.000 0.000 3.300
1747176705.737 0.000 0.000 3.300
1747176707.726 0.000 0.000 2.340
1747176707.726 0.000 0.000 2.340
1747176709.786 0.000 0.000 -0.690
1747176709.786 0.000 0.000 -0.690
1747176711.774 0.000 0.000 -1.940
1747176712.589 0.000 0.000 -1.940
