Time X Y Theta
1747795563.137 0.000 0.000 -1.092
1747795564.136 0.000 0.000 -1.092
1747795564.136 0.000 0.000 1.265
1747795565.136 0.000 0.000 1.265
1747795565.136 0.000 0.000 1.561
1747795566.137 0.000 0.000 1.561
1747795566.137 0.000 0.000 -1.771
1747795567.138 0.000 0.000 -1.771
1747795567.138 0.000 0.000 2.604
1747795568.138 0.000 0.000 2.604
1747795568.138 0.000 0.000 0.052
1747795569.139 0.000 0.000 0.052
1747795569.139 0.000 0.000 0.379
1747795570.140 0.000 0.000 0.379
1747795570.144 0.000 0.000 -2.146
1747795571.140 0.000 0.000 -2.146
1747795571.140 0.000 0.000 0.099
1747795572.140 0.000 0.000 0.099
1747795572.140 0.000 0.000 -3.127
1747795573.141 0.000 0.000 -3.127
1747795573.141 0.000 0.000 -3.097
1747795574.142 0.000 0.000 -3.097
1747795574.142 0.000 0.000 -2.746
1747795575.143 0.000 0.000 -2.746
1747795575.143 0.000 0.000 -0.207
1747795576.143 0.000 0.000 -0.207
1747795576.143 0.000 0.000 -0.122
1747795577.144 0.000 0.000 -0.122
1747795577.144 0.000 0.000 0.589
1747795578.145 0.000 0.000 0.589
1747795578.145 0.000 0.000 1.605
1747795579.146 0.000 0.000 1.605
1747795579.146 0.000 0.000 1.335
1747795580.148 0.000 0.000 1.335
1747795580.148 0.000 0.000 0.744
1747795581.149 0.000 0.000 0.744
1747795581.149 0.000 0.000 2.031
1747795582.149 0.000 0.000 2.031
1747795582.149 0.000 0.000 1.356
1747795583.149 0.000 0.000 1.356
1747795583.150 0.000 0.000 -0.105
1747795584.150 0.000 0.000 -0.105
1747795584.150 0.000 0.000 -1.872
1747795585.151 0.000 0.000 -1.872
1747795585.151 0.000 0.000 -1.310
