Time X Y Theta
1748139447.967 0.000 0.000 -1.204
1748139447.967 0.000 0.000 -1.204
1748139447.967 0.000 0.000 -1.204
1748139447.967 0.000 0.000 -1.204
1748139457.964 0.000 0.000 -2.214
1748139457.964 0.000 0.000 -2.214
1748139457.964 0.000 0.000 -2.214
1748139457.964 0.000 0.000 -2.214
1748139467.965 0.000 0.000 2.512
1748139467.965 0.000 0.000 2.512
1748139467.965 0.000 0.000 2.512
1748139477.968 0.000 0.000 0.326
1748139477.968 0.000 0.000 0.326
1748139477.968 0.000 0.000 0.326
1748139477.968 0.000 0.000 0.326
1748139487.970 0.000 0.000 -2.591
1748139487.970 0.000 0.000 -2.591
1748139487.970 0.000 0.000 -2.591
1748139487.970 0.000 0.000 -2.591
1748139497.972 0.000 0.000 -0.546
1748139497.972 0.000 0.000 -0.546
