Time X Y Theta
1747177408.549 0.000 0.000 -3.920
1747177408.612 0.000 0.000 -3.920
1747177408.612 0.000 0.000 -3.920
1747177410.603 0.000 0.000 -0.800
1747177410.603 0.000 0.000 -0.800
1747177412.618 0.000 0.000 -2.000
1747177413.614 0.000 0.000 -2.000
1747177413.614 0.000 0.000 -2.000
1747177414.674 0.000 0.000 -2.010
1747177414.674 0.000 0.000 -2.010
1747177416.669 0.000 0.000 -0.580
1747177416.669 0.000 0.000 -0.580
1747177418.667 0.000 0.000 -2.290
1747177418.728 0.000 0.000 -2.290
1747177418.728 0.000 0.000 -2.290
1747177420.721 0.000 0.000 0.890
1747177420.721 0.000 0.000 0.890
1747177422.716 0.000 0.000 -0.660
1747177423.774 0.000 0.000 -0.660
1747177423.774 0.000 0.000 -0.660
1747177424.771 0.000 0.000 1.760
1747177424.771 0.000 0.000 1.760
1747177426.764 0.000 0.000 -2.930
1747177426.764 0.000 0.000 -2.930
1747177428.814 0.000 0.000 1.800
1747177428.876 0.000 0.000 1.800
1747177428.876 0.000 0.000 1.800
1747177430.865 0.000 0.000 -4.290
1747177430.865 0.000 0.000 -4.290
1747177432.920 0.000 0.000 3.280
1747177433.913 0.000 0.000 3.280
1747177433.913 0.000 0.000 3.280
1747177434.972 0.000 0.000 -3.190
1747177434.972 0.000 0.000 -3.190
1747177436.967 0.000 0.000 3.380
1747177436.967 0.000 0.000 3.380
1747177438.965 0.000 0.000 -3.080
1747177439.027 0.000 0.000 -3.080
1747177439.027 0.000 0.000 -3.080
1747177441.015 0.000 0.000 1.580
1747177441.015 0.000 0.000 1.580
1747177443.007 0.000 0.000 -3.970
1747177444.067 0.000 0.000 -3.970
1747177444.067 0.000 0.000 -3.970
1747177445.065 0.000 0.000 1.810
1747177445.065 0.000 0.000 1.810
1747177447.062 0.000 0.000 4.010
1747177447.062 0.000 0.000 4.010
1747177449.053 0.000 0.000 2.020
1747177449.116 0.000 0.000 2.020
