Time X Y Theta
1747177037.928 0.000 0.000 -2.240
1747177037.990 0.000 0.000 -2.240
1747177037.990 0.000 0.000 -2.240
1747177039.984 0.000 0.000 0.750
1747177039.984 0.000 0.000 0.750
1747177041.977 0.000 0.000 1.710
1747177043.038 0.000 0.000 1.710
1747177043.038 0.000 0.000 1.710
1747177044.028 0.000 0.000 0.490
1747177044.028 0.000 0.000 0.490
1747177046.084 0.000 0.000 3.240
1747177046.084 0.000 0.000 3.240
1747177046.084 0.000 0.000 3.240
1747177048.143 0.000 0.000 3.880
1747177048.143 0.000 0.000 3.880
1747177050.141 0.000 0.000 2.120
1747177050.141 0.000 0.000 2.120
1747177052.132 0.000 0.000 0.560
1747177053.128 0.000 0.000 0.560
1747177053.128 0.000 0.000 0.560
1747177054.190 0.000 0.000 4.280
1747177054.190 0.000 0.000 4.280
1747177056.243 0.000 0.000 -0.720
1747177056.243 0.000 0.000 -0.720
1747177056.243 0.000 0.000 -0.720
1747177058.300 0.000 0.000 4.620
1747177058.300 0.000 0.000 4.620
1747177060.295 0.000 0.000 1.640
1747177060.295 0.000 0.000 1.640
1747177062.294 0.000 0.000 1.460
1747177063.167 0.000 0.000 1.460
1747177063.167 0.000 0.000 1.460
1747177064.289 0.000 0.000 -0.930
1747177064.289 0.000 0.000 -0.930
1747177066.344 0.000 0.000 -3.780
1747177066.344 0.000 0.000 -3.780
1747177066.344 0.000 0.000 -3.780
1747177068.342 0.000 0.000 -4.300
1747177068.342 0.000 0.000 -4.300
1747177070.393 0.000 0.000 -4.870
