Time X Y Theta
1747186371.088 0.000 0.000 2.640
1747186371.152 0.000 0.000 2.640
1747186371.152 0.000 0.000 2.640
1747186373.091 0.000 0.000 -4.540
1747186373.091 0.000 0.000 -4.540
1747186375.086 0.000 0.000 2.110
1747186376.181 0.000 0.000 2.110
1747186376.181 0.000 0.000 2.110
1747186377.105 0.000 0.000 4.030
1747186377.105 0.000 0.000 4.030
1747186379.160 0.000 0.000 4.780
1747186379.160 0.000 0.000 4.780
1747186381.203 0.000 0.000 -0.090
1747186381.266 0.000 0.000 -0.090
1747186381.266 0.000 0.000 -0.090
1747186383.203 0.000 0.000 1.930
1747186383.203 0.000 0.000 1.930
1747186385.251 0.000 0.000 -1.680
1747186386.300 0.000 0.000 -1.680
1747186386.300 0.000 0.000 -1.680
1747186387.301 0.000 0.000 2.630
1747186387.301 0.000 0.000 2.630
1747186389.304 0.000 0.000 1.850
1747186389.304 0.000 0.000 1.850
1747186389.304 0.000 0.000 1.850
1747186391.363 0.000 0.000 1.810
1747186391.363 0.000 0.000 1.810
1747186393.373 0.000 0.000 -0.390
1747186393.373 0.000 0.000 -0.390
1747186395.366 0.000 0.000 -0.410
1747186396.289 0.000 0.000 -0.410
1747186396.289 0.000 0.000 -0.410
1747186397.387 0.000 0.000 4.840
1747186397.387 0.000 0.000 4.840
1747186399.406 0.000 0.000 -2.940
1747186399.406 0.000 0.000 -2.940
1747186399.406 0.000 0.000 -2.940
1747186401.425 0.000 0.000 -2.130
1747186401.425 0.000 0.000 -2.130
1747186403.473 0.000 0.000 -3.420
1747186403.473 0.000 0.000 -3.420
1747186405.489 0.000 0.000 0.090
1747186406.383 0.000 0.000 0.090
1747186406.383 0.000 0.000 0.090
1747186407.508 0.000 0.000 -4.110
1747186407.508 0.000 0.000 -4.110
1747186409.518 0.000 0.000 3.050
1747186409.518 0.000 0.000 3.050
1747186409.518 0.000 0.000 3.050
1747186411.508 0.000 0.000 0.080
1747186411.508 0.000 0.000 0.080
1747186413.532 0.000 0.000 -0.180
1747186413.532 0.000 0.000 -0.180
1747186415.561 0.000 0.000 -3.550
1747186416.432 0.000 0.000 -3.550
1747186416.432 0.000 0.000 -3.550
1747186417.554 0.000 0.000 -3.570
1747186417.554 0.000 0.000 -3.570
1747186419.613 0.000 0.000 -3.900
1747186419.613 0.000 0.000 -3.900
1747186419.613 0.000 0.000 -3.900
1747186421.606 0.000 0.000 -4.840
1747186421.606 0.000 0.000 -4.840
1747186423.657 0.000 0.000 -2.020
1747186423.657 0.000 0.000 -2.020
1747186425.707 0.000 0.000 -4.930
1747186426.522 0.000 0.000 -4.930
1747186426.522 0.000 0.000 -4.930
1747186427.701 0.000 0.000 2.790
1747186427.701 0.000 0.000 2.790
1747186429.699 0.000 0.000 -1.640
1747186429.699 0.000 0.000 -1.640
1747186429.699 0.000 0.000 -1.640
1747186431.750 0.000 0.000 -3.450
1747186431.750 0.000 0.000 -3.450
1747186433.749 0.000 0.000 -2.340
1747186433.749 0.000 0.000 -2.340
1747186435.803 0.000 0.000 2.920
1747186436.599 0.000 0.000 2.920
1747186436.599 0.000 0.000 2.920
1747186437.838 0.000 0.000 0.410
1747186437.838 0.000 0.000 0.410
1747186439.894 0.000 0.000 -4.000
1747186439.894 0.000 0.000 -4.000
1747186439.894 0.000 0.000 -4.000
1747186441.891 0.000 0.000 -1.620
1747186441.891 0.000 0.000 -1.620
1747186443.886 0.000 0.000 -3.770
1747186443.886 0.000 0.000 -3.770
1747186445.882 0.000 0.000 -1.030
1747186446.692 0.000 0.000 -1.030
1747186446.692 0.000 0.000 -1.030
1747186447.941 0.000 0.000 -3.490
1747186447.941 0.000 0.000 -3.490
1747186449.931 0.000 0.000 -4.120
1747186449.931 0.000 0.000 -4.120
1747186449.931 0.000 0.000 -4.120
1747186451.930 0.000 0.000 -0.320
1747186451.930 0.000 0.000 -0.320
1747186453.991 0.000 0.000 -4.070
1747186453.991 0.000 0.000 -4.070
1747186455.992 0.000 0.000 -3.430
1747186456.681 0.000 0.000 -3.430
1747186456.681 0.000 0.000 -3.430
1747186458.047 0.000 0.000 3.610
