Time X Y Theta
1748147995.830 0.000 0.000 0.291
1748147995.831 0.000 0.000 0.291
1748147995.831 0.000 0.000 0.291
1748148005.830 0.000 0.000 0.848
1748148005.831 0.000 0.000 0.848
1748148005.831 0.000 0.000 0.848
1748148015.832 0.000 0.000 1.313
1748148015.832 0.000 0.000 1.313
1748148015.832 0.000 0.000 1.313
1748148025.832 0.000 0.000 2.563
1748148025.833 0.000 0.000 2.563
1748148025.833 0.000 0.000 2.563
1748148035.834 0.000 0.000 0.908
1748148035.834 0.000 0.000 0.908
1748148035.834 0.000 0.000 0.908
1748148045.834 0.000 0.000 -0.509
1748148045.835 0.000 0.000 -0.509
1748148045.835 0.000 0.000 -0.509
1748148055.835 0.000 0.000 2.846
1748148055.840 0.000 0.000 2.846
1748148055.840 0.000 0.000 2.846
1748148065.841 0.000 0.000 -2.434
1748148065.841 0.000 0.000 -2.434
1748148065.841 0.000 0.000 -2.434
1748148075.839 0.000 0.000 1.467
1748148075.839 0.000 0.000 1.467
