Time X Y Theta
1747136484.075 0.000 0.000 2.840
1747136484.137 0.000 0.000 2.840
1747136484.511 0.000 0.000 0.280
1747136485.011 0.000 0.000 3.850
1747136485.073 0.000 0.000 3.850
1747136485.512 0.000 0.000 4.770
1747136486.015 0.000 0.000 -2.090
1747136486.079 0.000 0.000 -2.090
1747136486.514 0.000 0.000 -2.470
1747136487.017 0.000 0.000 -0.480
1747136487.079 0.000 0.000 -0.480
1747136487.517 0.000 0.000 -0.060
1747136488.016 0.000 0.000 -4.630
1747136488.078 0.000 0.000 -4.630
1747136488.516 0.000 0.000 2.030
1747136489.014 0.000 0.000 4.460
1747136489.076 0.000 0.000 4.460
1747136489.139 0.000 0.000 4.460
1747136489.518 0.000 0.000 -0.280
1747136490.021 0.000 0.000 -3.760
1747136490.081 0.000 0.000 -3.760
1747136490.520 0.000 0.000 0.680
1747136491.018 0.000 0.000 -3.290
1747136491.080 0.000 0.000 -3.290
1747136491.514 0.000 0.000 -2.710
1747136492.017 0.000 0.000 -3.270
1747136492.079 0.000 0.000 -3.270
1747136492.516 0.000 0.000 4.830
1747136493.015 0.000 0.000 3.150
1747136493.077 0.000 0.000 3.150
1747136493.516 0.000 0.000 -3.920
1747136494.021 0.000 0.000 0.120
1747136494.085 0.000 0.000 0.120
1747136494.149 0.000 0.000 0.120
1747136494.525 0.000 0.000 -3.350
1747136495.029 0.000 0.000 -3.150
1747136495.092 0.000 0.000 -3.150
1747136495.533 0.000 0.000 -1.290
1747136496.034 0.000 0.000 4.350
1747136496.097 0.000 0.000 4.350
1747136496.536 0.000 0.000 -4.910
1747136497.037 0.000 0.000 2.720
1747136497.100 0.000 0.000 2.720
1747136497.538 0.000 0.000 3.590
1747136498.035 0.000 0.000 -2.320
1747136498.099 0.000 0.000 -2.320
1747136498.537 0.000 0.000 -2.020
1747136499.036 0.000 0.000 4.960
1747136499.099 0.000 0.000 4.960
1747136499.161 0.000 0.000 4.960
1747136499.535 0.000 0.000 1.470
1747136500.033 0.000 0.000 4.400
1747136500.095 0.000 0.000 4.400
1747136500.537 0.000 0.000 -2.150
1747136501.036 0.000 0.000 3.630
1747136501.097 0.000 0.000 3.630
1747136501.533 0.000 0.000 -0.540
1747136502.032 0.000 0.000 3.900
1747136502.095 0.000 0.000 3.900
1747136502.532 0.000 0.000 3.340
1747136503.028 0.000 0.000 4.710
1747136503.091 0.000 0.000 4.710
1747136503.530 0.000 0.000 2.740
1747136504.031 0.000 0.000 -2.010
1747136504.092 0.000 0.000 -2.010
1747136504.153 0.000 0.000 -2.010
1747136504.529 0.000 0.000 2.560
1747136505.032 0.000 0.000 -4.450
1747136505.094 0.000 0.000 -4.450
1747136505.529 0.000 0.000 4.200
1747136506.032 0.000 0.000 4.470
1747136506.094 0.000 0.000 4.470
1747136506.533 0.000 0.000 0.330
1747136507.032 0.000 0.000 -1.050
1747136507.093 0.000 0.000 -1.050
1747136507.531 0.000 0.000 -2.870
1747136508.029 0.000 0.000 3.990
1747136508.092 0.000 0.000 3.990
1747136508.528 0.000 0.000 3.620
1747136509.030 0.000 0.000 3.310
1747136509.092 0.000 0.000 3.310
1747136509.156 0.000 0.000 3.310
1747136509.534 0.000 0.000 -1.770
1747136510.037 0.000 0.000 -0.330
1747136510.099 0.000 0.000 -0.330
1747136510.542 0.000 0.000 -2.340
1747136511.042 0.000 0.000 4.120
1747136511.103 0.000 0.000 4.120
1747136511.546 0.000 0.000 -3.630
1747136512.047 0.000 0.000 0.910
1747136512.108 0.000 0.000 0.910
1747136512.543 0.000 0.000 3.580
1747136513.043 0.000 0.000 -4.310
1747136513.109 0.000 0.000 -4.310
1747136513.603 0.000 0.000 0.060
1747136514.103 0.000 0.000 -0.480
1747136514.166 0.000 0.000 -0.480
1747136514.229 0.000 0.000 -0.480
1747136514.601 0.000 0.000 2.030
1747136515.101 0.000 0.000 4.410
1747136515.225 0.000 0.000 4.410
1747136515.597 0.000 0.000 -0.810
1747136516.098 0.000 0.000 2.000
1747136516.221 0.000 0.000 2.000
1747136516.597 0.000 0.000 -4.110
1747136517.096 0.000 0.000 3.810
1747136517.219 0.000 0.000 3.810
1747136517.596 0.000 0.000 4.850
1747136518.094 0.000 0.000 3.270
1747136518.217 0.000 0.000 3.270
1747136518.594 0.000 0.000 -2.540
1747136519.098 0.000 0.000 -2.680
1747136519.223 0.000 0.000 -2.680
1747136519.285 0.000 0.000 -2.680
1747136519.603 0.000 0.000 -4.640
1747136520.101 0.000 0.000 1.830
1747136520.225 0.000 0.000 1.830
1747136520.600 0.000 0.000 -1.070
1747136521.098 0.000 0.000 2.580
1747136521.222 0.000 0.000 2.580
1747136521.598 0.000 0.000 4.550
1747136522.097 0.000 0.000 0.570
1747136522.223 0.000 0.000 0.570
1747136522.595 0.000 0.000 3.410
1747136523.100 0.000 0.000 2.580
1747136523.225 0.000 0.000 2.580
1747136523.601 0.000 0.000 0.150
1747136524.102 0.000 0.000 -0.110
1747136524.226 0.000 0.000 -0.110
1747136524.288 0.000 0.000 -0.110
1747136524.601 0.000 0.000 2.390
1747136525.101 0.000 0.000 4.980
1747136525.226 0.000 0.000 4.980
1747136525.604 0.000 0.000 -2.120
1747136526.104 0.000 0.000 4.750
1747136526.229 0.000 0.000 4.750
