Time X Y Theta
1757048964.877 0.000 0.000 0.000
1757048964.978 0.000 0.000 0.000
1757048965.079 0.000 0.000 0.000
1757048965.180 0.000 0.000 0.000
1757048965.280 0.000 0.000 0.000
1757048965.381 0.000 0.000 0.000
1757048965.482 0.000 0.000 0.000
1757048965.583 0.000 0.000 0.000
1757048965.683 0.000 0.000 0.000
1757048965.784 0.000 0.000 0.000
1757048965.885 0.000 0.000 0.000
1757048965.986 0.000 0.000 0.000
1757048966.087 0.000 0.000 0.000
1757048966.188 0.000 0.000 0.000
1757048966.289 0.000 0.000 0.000
1757048966.389 0.000 0.000 0.000
1757048966.490 0.000 0.000 0.000
1757048966.591 0.000 0.000 0.000
1757048966.692 0.000 0.000 0.000
1757048966.793 0.000 0.000 0.000
1757048966.894 0.000 0.000 0.000
1757048966.995 0.000 0.000 0.000
1757048967.096 0.000 0.000 0.000
1757048967.197 0.000 0.000 0.000
1757048967.298 0.000 0.000 0.000
1757048967.399 0.000 0.000 0.000
1757048967.499 0.000 0.000 0.000
1757048967.600 0.000 0.000 0.000
1757048967.700 0.000 0.000 0.000
1757048967.801 0.000 0.000 0.000
1757048967.902 0.000 0.000 0.000
1757048968.003 0.000 0.000 0.000
1757048968.104 0.000 0.000 0.000
1757048968.205 0.000 0.000 0.000
1757048968.306 0.000 0.000 0.000
1757048968.407 0.000 0.000 0.000
1757048968.507 0.000 0.000 0.000
1757048968.608 0.000 0.000 0.000
1757048968.708 0.000 0.000 0.000
1757048968.808 0.000 0.000 0.000
1757048968.908 0.000 0.000 0.000
1757048969.009 0.000 0.000 0.000
1757048969.110 0.000 0.000 0.000
1757048976.367 0.000 0.000 0.000
1757048976.468 0.000 0.000 0.000
1757048976.569 0.000 0.000 0.000
1757048976.670 0.000 0.000 0.000
1757048976.771 0.000 0.000 0.000
1757048976.872 0.000 0.000 0.000
1757048976.973 0.000 0.000 0.000
1757048977.074 0.000 0.000 0.000
1757048977.175 0.000 0.000 0.000
1757048977.275 0.000 0.000 0.000
1757048977.376 0.000 0.000 0.000
1757048977.477 0.000 0.000 0.000
1757048977.578 0.000 0.000 0.000
1757048977.679 0.000 0.000 0.000
1757048977.780 0.000 0.000 0.000
1757048977.881 0.000 0.000 0.000
1757048977.982 0.000 0.000 0.000
1757048978.083 0.000 0.000 0.000
1757048978.184 0.000 0.000 0.000
1757048978.285 0.000 0.000 0.000
1757048978.385 0.000 0.000 0.000
1757048978.486 0.000 0.000 0.000
1757048978.586 0.000 0.000 0.000
1757048978.687 0.000 0.000 0.000
1757048978.788 0.000 0.000 0.000
1757048978.889 0.000 0.000 0.000
1757048978.990 0.000 0.000 0.000
1757048979.091 0.000 0.000 0.000
1757048979.192 0.000 0.000 0.000
1757048979.293 0.000 0.000 0.000
1757048979.394 0.000 0.000 0.000
1757048979.494 0.000 0.000 0.000
1757048979.595 0.000 0.000 0.000
1757048979.696 0.000 0.000 0.000
1757048979.797 0.000 0.000 0.000
