Time X Y Theta
1757053627.932 0.000 0.000 0.000
1757053628.032 0.000 0.000 0.000
1757053628.133 0.000 0.000 0.000
1757053628.233 0.000 0.000 0.000
1757053628.335 0.000 0.000 0.000
1757053628.435 0.000 0.000 0.000
1757053628.536 0.000 0.000 0.000
1757053628.636 0.000 0.000 0.000
1757053628.737 0.000 0.000 0.000
1757053628.838 0.000 0.000 0.000
1757053628.939 0.000 0.000 0.000
1757053629.040 0.000 0.000 0.000
1757053629.141 0.000 0.000 0.000
1757053629.241 0.000 0.000 0.000
1757053629.342 0.000 0.000 0.000
1757053629.443 0.000 0.000 0.000
1757053629.544 0.000 0.000 0.000
1757053629.645 0.000 0.000 0.000
1757053629.746 0.000 0.000 0.000
1757053629.846 0.000 0.000 0.000
1757053629.946 0.000 0.000 0.000
1757053630.047 0.000 0.000 0.000
1757053630.147 0.000 0.000 0.000
1757053630.248 0.000 0.000 0.000
1757053630.348 0.000 0.000 0.000
1757053630.449 0.000 0.000 0.000
1757053630.550 0.000 0.000 0.000
1757053630.651 0.000 0.000 0.000
1757053630.752 0.000 0.000 0.000
1757053630.853 0.000 0.000 0.000
1757053630.954 0.000 0.000 0.000
1757053631.055 0.000 0.000 0.000
1757053631.156 0.000 0.000 0.000
1757053631.256 0.000 0.000 0.000
1757053631.357 0.000 0.000 0.000
1757053631.458 0.000 0.000 0.000
1757053631.559 0.000 0.000 0.000
1757053631.659 0.000 0.000 0.000
1757053631.760 0.000 0.000 0.000
1757053631.861 0.000 0.000 0.000
1757053631.962 0.000 0.000 0.000
1757053632.063 0.000 0.000 0.000
1757053632.163 0.000 0.000 0.000
1757053632.263 0.000 0.000 0.000
1757053632.365 0.000 0.000 0.000
1757053632.465 0.000 0.000 0.000
1757053632.566 0.000 0.000 0.000
1757053632.666 0.000 0.000 0.000
1757053632.767 0.000 0.000 0.000
1757053632.867 0.000 0.000 0.000
1757053638.815 0.000 0.000 0.000
1757053638.915 0.000 0.000 0.000
1757053639.016 0.000 0.000 0.000
1757053639.117 0.000 0.000 0.000
1757053639.217 0.000 0.000 0.000
1757053639.318 0.000 0.000 0.000
1757053639.418 0.000 0.000 0.000
1757053639.518 0.000 0.000 0.000
1757053639.619 0.000 0.000 0.000
1757053639.720 0.000 0.000 0.000
1757053639.821 0.000 0.000 0.000
1757053639.922 0.000 0.000 0.000
1757053640.023 0.000 0.000 0.000
1757053640.124 0.000 0.000 0.000
1757053640.225 0.000 0.000 0.000
1757053640.326 0.000 0.000 0.000
1757053640.426 0.000 0.000 0.000
1757053640.527 0.000 0.000 0.000
1757053640.627 0.000 0.000 0.000
1757053640.728 0.000 0.000 0.000
1757053640.828 0.000 0.000 0.000
1757053640.929 0.000 0.000 0.000
1757053641.029 0.000 0.000 0.000
1757053641.130 0.000 0.000 0.000
1757053641.231 0.000 0.000 0.000
1757053641.332 0.000 0.000 0.000
1757053641.433 0.000 0.000 0.000
1757053641.534 0.000 0.000 0.000
1757053641.635 0.000 0.000 0.000
1757053641.736 0.000 0.000 0.000
1757053641.837 0.000 0.000 0.000
1757053641.938 0.000 0.000 0.000
1757053642.039 0.000 0.000 0.000
1757053642.140 0.000 0.000 0.000
1757053642.241 0.000 0.000 0.000
1757053642.341 0.000 0.000 0.000
1757053642.442 0.000 0.000 0.000
1757053642.542 0.000 0.000 0.000
1757053642.643 0.000 0.000 0.000
1757053642.744 0.000 0.000 0.000
1757053642.845 0.000 0.000 0.000
1757053642.946 0.000 0.000 0.000
1757053643.046 0.000 0.000 0.000
1757053643.147 0.000 0.000 0.000
1757053643.248 0.000 0.000 0.000
1757053643.349 0.000 0.000 0.000
1757053643.450 0.000 0.000 0.000
1757053643.551 0.000 0.000 0.000
1757053643.651 0.000 0.000 0.000
1757053643.751 0.000 0.000 0.000
1757053643.852 0.000 0.000 0.000
1757053643.953 0.000 0.000 0.000
1757053644.054 0.000 0.000 0.000
1757053644.155 0.000 0.000 0.000
1757053644.256 0.000 0.000 0.000
1757053644.357 0.000 0.000 0.000
1757053644.457 0.000 0.000 0.000
1757053644.558 0.000 0.000 0.000
1757053644.658 0.000 0.000 0.000
1757053644.759 0.000 0.000 0.000
1757053644.860 0.000 0.000 0.000
1757053644.961 0.000 0.000 0.000
1757053645.062 0.000 0.000 0.000
1757053645.162 0.000 0.000 0.000
1757053645.263 0.000 0.000 0.000
1757053645.363 0.000 0.000 0.000
1757053645.464 0.000 0.000 0.000
1757053645.565 0.000 0.000 0.000
1757053645.665 0.000 0.000 0.000
1757053645.765 0.000 0.000 0.000
1757053645.865 0.000 0.000 0.000
1757053645.965 0.000 0.000 0.000
1757053646.066 0.000 0.000 0.000
1757053646.166 0.000 0.000 0.000
1757053646.267 0.000 0.000 0.000
1757053646.368 0.000 0.000 0.000
1757053646.469 0.000 0.000 0.000
