Time X Y Theta
1747177217.111 0.000 0.000 3.760
1747177217.174 0.000 0.000 3.760
1747177217.174 0.000 0.000 3.760
1747177219.113 0.000 0.000 4.420
1747177219.113 0.000 0.000 4.420
1747177221.106 0.000 0.000 2.700
1747177222.164 0.000 0.000 2.700
1747177222.164 0.000 0.000 2.700
1747177223.101 0.000 0.000 -2.100
1747177223.101 0.000 0.000 -2.100
1747177225.156 0.000 0.000 0.450
1747177225.156 0.000 0.000 0.450
1747177227.153 0.000 0.000 -0.200
1747177227.216 0.000 0.000 -0.200
1747177227.216 0.000 0.000 -0.200
1747177229.210 0.000 0.000 -0.170
1747177229.210 0.000 0.000 -0.170
1747177231.270 0.000 0.000 3.310
1747177232.265 0.000 0.000 3.310
1747177232.265 0.000 0.000 3.310
1747177233.264 0.000 0.000 -3.550
1747177233.264 0.000 0.000 -3.550
1747177235.257 0.000 0.000 2.700
1747177235.257 0.000 0.000 2.700
1747177237.317 0.000 0.000 -0.270
1747177237.380 0.000 0.000 -0.270
1747177237.380 0.000 0.000 -0.270
1747177239.309 0.000 0.000 4.980
1747177239.309 0.000 0.000 4.980
1747177241.363 0.000 0.000 -3.620
1747177242.423 0.000 0.000 -3.620
1747177242.423 0.000 0.000 -3.620
1747177243.358 0.000 0.000 1.230
1747177243.358 0.000 0.000 1.230
1747177245.407 0.000 0.000 -4.410
