Time X Y Theta
1747184790.218 0.000 0.000 4.260
1747184790.279 0.000 0.000 4.260
1747184790.279 0.000 0.000 4.260
1747184792.272 0.000 0.000 -1.240
1747184792.272 0.000 0.000 -1.240
1747184794.330 0.000 0.000 4.230
1747184795.326 0.000 0.000 4.230
1747184795.326 0.000 0.000 4.230
1747184796.380 0.000 0.000 -4.180
1747184796.380 0.000 0.000 -4.180
1747184798.380 0.000 0.000 -1.410
1747184798.380 0.000 0.000 -1.410
1747184800.381 0.000 0.000 -0.300
1747184800.443 0.000 0.000 -0.300
1747184800.443 0.000 0.000 -0.300
1747184802.379 0.000 0.000 3.540
1747184802.379 0.000 0.000 3.540
1747184804.373 0.000 0.000 0.610
1747184805.431 0.000 0.000 0.610
1747184805.431 0.000 0.000 0.610
1747184806.409 0.000 0.000 -2.630
1747184806.409 0.000 0.000 -2.630
1747184808.403 0.000 0.000 -3.240
1747184808.403 0.000 0.000 -3.240
1747184810.458 0.000 0.000 0.140
1747184810.521 0.000 0.000 0.140
1747184810.521 0.000 0.000 0.140
1747184812.475 0.000 0.000 0.790
1747184812.475 0.000 0.000 0.790
1747184814.476 0.000 0.000 1.420
1747184815.535 0.000 0.000 1.420
1747184815.535 0.000 0.000 1.420
1747184816.530 0.000 0.000 4.630
1747184816.530 0.000 0.000 4.630
1747184818.528 0.000 0.000 -4.810
1747184818.528 0.000 0.000 -4.810
1747184820.582 0.000 0.000 3.400
1747184820.644 0.000 0.000 3.400
1747184820.644 0.000 0.000 3.400
1747184822.575 0.000 0.000 -4.160
1747184822.575 0.000 0.000 -4.160
1747184824.625 0.000 0.000 -4.850
1747184825.683 0.000 0.000 -4.850
1747184825.683 0.000 0.000 -4.850
1747184826.621 0.000 0.000 3.630
1747184826.621 0.000 0.000 3.630
1747184828.619 0.000 0.000 -2.460
1747184828.619 0.000 0.000 -2.460
1747184830.617 0.000 0.000 1.710
1747184830.679 0.000 0.000 1.710
1747184830.679 0.000 0.000 1.710
1747184832.617 0.000 0.000 1.500
1747184832.617 0.000 0.000 1.500
1747184834.670 0.000 0.000 4.260
1747184835.730 0.000 0.000 4.260
1747184835.730 0.000 0.000 4.260
1747184836.667 0.000 0.000 -3.320
1747184836.667 0.000 0.000 -3.320
1747184838.719 0.000 0.000 0.800
1747184838.719 0.000 0.000 0.800
1747184840.710 0.000 0.000 -2.240
1747184840.773 0.000 0.000 -2.240
1747184840.773 0.000 0.000 -2.240
1747184842.763 0.000 0.000 2.310
1747184842.763 0.000 0.000 2.310
1747184844.758 0.000 0.000 1.650
1747184845.817 0.000 0.000 1.650
1747184845.817 0.000 0.000 1.650
1747184846.813 0.000 0.000 4.920
1747184846.813 0.000 0.000 4.920
1747184848.865 0.000 0.000 -3.360
1747184848.865 0.000 0.000 -3.360
1747184850.858 0.000 0.000 3.610
1747184850.919 0.000 0.000 3.610
1747184850.919 0.000 0.000 3.610
1747184852.912 0.000 0.000 -1.240
