Time X Y Theta
1747167014.707 0.000 0.000 -1.700
1747167014.766 0.000 0.000 -1.700
1747167014.766 0.000 0.000 -1.700
1747167016.702 0.000 0.000 1.270
1747167016.702 0.000 0.000 1.270
1747167018.705 0.000 0.000 4.410
1747167019.763 0.000 0.000 4.410
1747167019.763 0.000 0.000 4.410
1747167020.698 0.000 0.000 1.580
1747167020.698 0.000 0.000 1.580
1747167022.755 0.000 0.000 -3.810
1747167022.755 0.000 0.000 -3.810
1747167024.749 0.000 0.000 -1.860
1747167024.817 0.000 0.000 -1.860
1747167024.817 0.000 0.000 -1.860
1747167026.745 0.000 0.000 -2.450
