Time X Y Theta
1747796975.875 0.000 0.000 0.100
1747796976.876 0.000 0.000 0.100
1747796976.876 0.000 0.000 0.100
1747796977.876 0.000 0.000 0.100
1747796977.876 0.000 0.000 0.100
1747796978.878 0.000 0.000 0.100
1747796978.879 0.000 0.000 0.100
1747796979.880 0.000 0.000 0.100
1747796979.880 0.000 0.000 0.100
1747796980.881 0.000 0.000 0.100
1747796980.881 0.000 0.000 0.100
1747796981.883 0.000 0.000 0.100
1747796981.883 0.000 0.000 0.100
1747796982.884 0.000 0.000 0.100
1747796982.885 0.000 0.000 0.100
1747796983.886 0.000 0.000 0.100
1747796983.886 0.000 0.000 0.100
1747796984.887 0.000 0.000 0.100
1747796984.888 0.000 0.000 0.100
1747796985.888 0.000 0.000 0.100
1747796985.888 0.000 0.000 0.100
1747796986.889 0.000 0.000 0.100
1747796986.889 0.000 0.000 0.100
1747796987.890 0.000 0.000 0.100
1747796987.890 0.000 0.000 0.100
1747796988.891 0.000 0.000 0.100
1747796988.891 0.000 0.000 0.100
1747796989.891 0.000 0.000 0.100
1747796989.892 0.000 0.000 0.100
1747796990.893 0.000 0.000 0.100
1747796990.893 0.000 0.000 0.100
1747796991.893 0.000 0.000 0.100
1747796991.893 0.000 0.000 0.100
1747796992.894 0.000 0.000 0.100
1747796992.894 0.000 0.000 0.100
1747796993.895 0.000 0.000 0.100
1747796993.895 0.000 0.000 0.100
1747796994.896 0.000 0.000 0.100
1747796994.896 0.000 0.000 0.100
1747796995.897 0.000 0.000 0.100
1747796995.897 0.000 0.000 0.100
1747796996.898 0.000 0.000 0.100
1747796996.898 0.000 0.000 0.100
1747796997.900 0.000 0.000 0.100
1747796997.900 0.000 0.000 0.100
1747796998.901 0.000 0.000 0.100
1747796998.901 0.000 0.000 0.100
1747796999.901 0.000 0.000 0.100
1747796999.901 0.000 0.000 0.100
1747797000.902 0.000 0.000 0.100
1747797000.902 0.000 0.000 0.100
1747797001.902 0.000 0.000 0.100
1747797001.903 0.000 0.000 0.100
1747797002.903 0.000 0.000 0.100
1747797002.903 0.000 0.000 0.100
1747797003.903 0.000 0.000 0.100
1747797003.903 0.000 0.000 0.100
1747797004.903 0.000 0.000 0.100
1747797004.903 0.000 0.000 0.100
1747797005.904 0.000 0.000 0.100
1747797005.904 0.000 0.000 0.100
1747797006.904 0.000 0.000 0.100
1747797006.904 0.000 0.000 0.100
1747797007.905 0.000 0.000 0.100
1747797007.906 0.000 0.000 0.100
1747797008.909 0.000 0.000 0.100
1747797008.909 0.000 0.000 0.100
1747797009.908 0.000 0.000 0.100
1747797009.909 0.000 0.000 0.100
1747797010.908 0.000 0.000 0.100
1747797010.909 0.000 0.000 0.100
1747797011.908 0.000 0.000 0.100
1747797011.908 0.000 0.000 0.100
1747797012.909 0.000 0.000 0.100
1747797012.909 0.000 0.000 0.100
1747797013.909 0.000 0.000 0.100
1747797013.909 0.000 0.000 0.100
1747797014.910 0.000 0.000 0.100
1747797014.910 0.000 0.000 0.100
1747797015.911 0.000 0.000 0.100
1747797015.911 0.000 0.000 0.100
1747797016.911 0.000 0.000 0.100
1747797016.912 0.000 0.000 0.100
1747797017.912 0.000 0.000 0.100
1747797017.913 0.000 0.000 0.100
1747797018.913 0.000 0.000 0.100
1747797018.914 0.000 0.000 0.100
1747797019.914 0.000 0.000 0.100
1747797019.915 0.000 0.000 0.100
1747797020.916 0.000 0.000 0.100
1747797020.916 0.000 0.000 0.100
1747797021.916 0.000 0.000 0.100
1747797021.916 0.000 0.000 0.100
1747797022.918 0.000 0.000 0.100
1747797022.918 0.000 0.000 0.100
1747797023.919 0.000 0.000 0.100
1747797023.919 0.000 0.000 0.100
1747797024.920 0.000 0.000 0.100
1747797024.920 0.000 0.000 0.100
