Time X Y Theta
1747137822.620 0.000 0.000 4.140
1747137822.684 0.000 0.000 4.140
1747137823.060 0.000 0.000 -2.630
1747137823.559 0.000 0.000 3.650
1747137823.620 0.000 0.000 3.650
1747137824.057 0.000 0.000 -2.110
1747137824.558 0.000 0.000 -1.690
1747137824.680 0.000 0.000 -1.690
1747137825.058 0.000 0.000 -0.260
1747137825.563 0.000 0.000 -0.400
1747137825.686 0.000 0.000 -0.400
1747137826.061 0.000 0.000 -5.000
1747137826.561 0.000 0.000 -2.590
1747137826.684 0.000 0.000 -2.590
1747137827.059 0.000 0.000 4.550
1747137827.558 0.000 0.000 4.270
1747137827.683 0.000 0.000 4.270
1747137827.745 0.000 0.000 4.270
1747137828.118 0.000 0.000 0.160
1747137828.617 0.000 0.000 4.650
1747137828.741 0.000 0.000 4.650
1747137829.119 0.000 0.000 -0.560
1747137829.618 0.000 0.000 4.330
1747137829.741 0.000 0.000 4.330
1747137830.112 0.000 0.000 1.970
1747137830.612 0.000 0.000 -2.510
1747137830.736 0.000 0.000 -2.510
1747137831.112 0.000 0.000 -1.240
1747137831.613 0.000 0.000 -4.900
1747137831.737 0.000 0.000 -4.900
1747137832.109 0.000 0.000 -2.630
1747137832.609 0.000 0.000 -1.830
1747137832.733 0.000 0.000 -1.830
1747137832.794 0.000 0.000 -1.830
1747137833.107 0.000 0.000 -2.960
1747137833.610 0.000 0.000 -1.770
1747137833.734 0.000 0.000 -1.770
1747137834.109 0.000 0.000 -0.820
1747137834.613 0.000 0.000 -4.090
1747137834.739 0.000 0.000 -4.090
1747137835.116 0.000 0.000 -1.060
1747137835.612 0.000 0.000 2.580
1747137835.736 0.000 0.000 2.580
1747137836.111 0.000 0.000 -0.560
1747137836.608 0.000 0.000 -0.520
1747137836.733 0.000 0.000 -0.520
1747137837.108 0.000 0.000 1.070
1747137837.606 0.000 0.000 -1.490
1747137837.732 0.000 0.000 -1.490
1747137837.793 0.000 0.000 -1.490
1747137838.108 0.000 0.000 -3.770
1747137838.608 0.000 0.000 -2.580
1747137838.735 0.000 0.000 -2.580
1747137839.109 0.000 0.000 -2.350
1747137839.608 0.000 0.000 -0.420
1747137839.732 0.000 0.000 -0.420
1747137840.107 0.000 0.000 3.330
1747137840.607 0.000 0.000 -0.370
1747137840.731 0.000 0.000 -0.370
1747137841.107 0.000 0.000 -4.210
1747137841.609 0.000 0.000 3.520
1747137841.734 0.000 0.000 3.520
1747137842.113 0.000 0.000 -1.910
1747137842.614 0.000 0.000 3.450
1747137842.740 0.000 0.000 3.450
1747137842.804 0.000 0.000 3.450
1747137843.119 0.000 0.000 -1.060
1747137843.618 0.000 0.000 0.030
1747137843.743 0.000 0.000 0.030
1747137844.115 0.000 0.000 -4.830
1747137844.616 0.000 0.000 1.360
1747137844.739 0.000 0.000 1.360
1747137845.111 0.000 0.000 3.020
1747137845.609 0.000 0.000 -3.160
1747137845.731 0.000 0.000 -3.160
1747137846.109 0.000 0.000 1.050
1747137846.611 0.000 0.000 -2.140
1747137846.738 0.000 0.000 -2.140
1747137847.116 0.000 0.000 2.650
1747137847.615 0.000 0.000 -0.210
1747137847.737 0.000 0.000 -0.210
1747137847.798 0.000 0.000 -0.210
1747137848.110 0.000 0.000 4.230
1747137848.610 0.000 0.000 0.640
1747137848.735 0.000 0.000 0.640
1747137849.113 0.000 0.000 -1.510
1747137849.613 0.000 0.000 -3.120
1747137849.739 0.000 0.000 -3.120
1747137850.110 0.000 0.000 0.060
1747137850.606 0.000 0.000 0.210
1747137850.731 0.000 0.000 0.210
1747137851.104 0.000 0.000 -0.620
1747137851.664 0.000 0.000 1.430
1747137851.788 0.000 0.000 1.430
1747137852.160 0.000 0.000 4.950
1747137852.660 0.000 0.000 1.850
1747137852.784 0.000 0.000 1.850
1747137852.846 0.000 0.000 1.850
1747137853.160 0.000 0.000 2.020
1747137853.657 0.000 0.000 2.200
1747137853.783 0.000 0.000 2.200
1747137854.157 0.000 0.000 3.930
1747137854.658 0.000 0.000 -4.140
1747137854.780 0.000 0.000 -4.140
1747137855.156 0.000 0.000 1.240
1747137855.655 0.000 0.000 -4.430
1747137855.780 0.000 0.000 -4.430
1747137856.153 0.000 0.000 -0.530
1747137856.709 0.000 0.000 -4.420
1747137856.835 0.000 0.000 -4.420
1747137857.208 0.000 0.000 -4.880
1747137857.706 0.000 0.000 3.850
1747137857.831 0.000 0.000 3.850
1747137857.893 0.000 0.000 3.850
1747137858.205 0.000 0.000 4.530
1747137858.710 0.000 0.000 4.510
1747137858.835 0.000 0.000 4.510
1747137859.209 0.000 0.000 -4.050
1747137859.708 0.000 0.000 0.490
1747137859.832 0.000 0.000 0.490
1747137860.209 0.000 0.000 -1.420
1747137860.706 0.000 0.000 -2.870
1747137860.831 0.000 0.000 -2.870
1747137861.204 0.000 0.000 4.950
1747137861.704 0.000 0.000 0.370
1747137861.830 0.000 0.000 0.370
1747137862.209 0.000 0.000 -2.620
