Time X Y Theta
1756974115.164 0.000 0.000 0.000
1756974115.264 0.000 0.000 0.000
1756974115.365 0.000 0.000 0.000
1756974115.465 0.000 0.000 0.000
1756974115.566 0.000 0.000 0.000
1756974115.667 0.000 0.000 0.000
1756974115.768 0.000 0.000 0.000
1756974115.869 0.000 0.000 0.000
1756974115.970 0.000 0.000 0.000
1756974116.071 0.000 0.000 0.000
1756974116.171 0.000 0.000 0.000
1756974116.272 0.000 0.000 0.000
1756974116.372 0.000 0.000 0.000
1756974116.473 0.000 0.000 0.000
1756974116.574 0.000 0.000 0.000
1756974116.675 0.000 0.000 0.000
1756974116.775 0.000 0.000 0.000
1756974116.876 0.000 0.000 0.000
1756974116.977 0.000 0.000 0.000
1756974117.078 0.000 0.000 0.000
1756974117.179 0.000 0.000 0.000
1756974117.280 0.000 0.000 0.000
1756974117.381 0.000 0.000 0.000
1756974117.482 0.000 0.000 0.000
1756974117.583 0.000 0.000 0.000
1756974117.684 0.000 0.000 0.000
1756974117.785 0.000 0.000 0.000
1756974117.885 0.000 0.000 0.000
1756974117.986 0.000 0.000 0.000
1756974118.087 0.000 0.000 0.000
1756974118.188 0.000 0.000 0.000
1756974118.289 0.000 0.000 0.000
1756974118.390 0.000 0.000 0.000
1756974118.491 0.000 0.000 0.000
1756974118.592 0.000 0.000 0.000
1756974623.171 0.000 0.000 0.000
1756974623.271 0.000 0.000 0.000
1756974623.372 0.000 0.000 0.000
1756974623.473 0.000 0.000 0.000
1756974623.574 0.000 0.000 0.000
1756974623.675 0.000 0.000 0.000
1756974623.776 0.000 0.000 0.000
1756974623.876 0.000 0.000 0.000
1756974623.977 0.000 0.000 0.000
1756974624.078 0.000 0.000 0.000
1756974624.178 0.000 0.000 0.000
1756974624.279 0.000 0.000 0.000
1756974624.380 0.000 0.000 0.000
1756974624.480 0.000 0.000 0.000
1756974624.581 0.000 0.000 0.000
1756974624.682 0.000 0.000 0.000
1756974624.783 0.000 0.000 0.000
1756974624.884 0.000 0.000 0.000
1756974624.985 0.000 0.000 0.000
1756974625.085 0.000 0.000 0.000
1756974625.186 0.000 0.000 0.000
1756974625.287 0.000 0.000 0.000
1756974625.387 0.000 0.000 0.000
1756974625.488 0.000 0.000 0.000
1756974625.589 0.000 0.000 0.000
1756974625.690 0.000 0.000 0.000
1756974625.790 0.000 0.000 0.000
1756974625.891 0.000 0.000 0.000
1756974625.992 0.000 0.000 0.000
1756974626.093 0.000 0.000 0.000
1756974626.194 0.000 0.000 0.000
1756974626.295 0.000 0.000 0.000
1756974626.395 0.000 0.000 0.000
1756974626.496 0.000 0.000 0.000
1756974626.597 0.000 0.000 0.000
1756974626.697 0.000 0.000 0.000
1756974626.798 0.000 0.000 0.000
1756974626.898 0.000 0.000 0.000
1756974626.999 0.000 0.000 0.000
1756974627.100 0.000 0.000 0.000
1756974627.200 0.000 0.000 0.000
1756974627.300 0.000 0.000 0.000
1756974627.401 0.000 0.000 0.000
1756974627.502 0.000 0.000 0.000
1756974627.602 0.000 0.000 0.000
1756974627.703 0.000 0.000 0.000
1756974627.804 0.000 0.000 0.000
1756974627.905 0.000 0.000 0.000
1756974628.006 0.000 0.000 0.000
1756974628.106 0.000 0.000 0.000
1756974628.207 0.000 0.000 0.000
1756974628.308 0.000 0.000 0.000
1756974628.408 0.000 0.000 0.000
1756974628.509 0.000 0.000 0.000
1756974628.610 0.000 0.000 0.000
1756974628.711 0.000 0.000 0.000
1756974628.812 0.000 0.000 0.000
1756974628.913 0.000 0.000 0.000
1756974629.014 0.000 0.000 0.000
1756974629.116 0.000 0.000 0.000
1756974629.217 0.000 0.000 0.000
1756974629.317 0.000 0.000 0.000
1756974629.417 0.000 0.000 0.000
