Time X Y Theta
1747179015.877 0.000 0.000 4.880
1747179015.939 0.000 0.000 4.880
1747179015.939 0.000 0.000 4.880
1747179017.867 0.000 0.000 -2.650
1747179017.867 0.000 0.000 -2.650
1747179019.918 0.000 0.000 3.840
1747179020.977 0.000 0.000 3.840
1747179020.977 0.000 0.000 3.840
1747179021.922 0.000 0.000 -0.050
1747179021.922 0.000 0.000 -0.050
1747179023.975 0.000 0.000 -1.630
1747179023.975 0.000 0.000 -1.630
1747179026.029 0.000 0.000 -1.080
1747179026.091 0.000 0.000 -1.080
1747179026.091 0.000 0.000 -1.080
1747179028.024 0.000 0.000 -0.410
1747179028.024 0.000 0.000 -0.410
1747179030.081 0.000 0.000 4.450
1747179031.142 0.000 0.000 4.450
1747179031.142 0.000 0.000 4.450
1747179032.075 0.000 0.000 -0.900
1747179032.075 0.000 0.000 -0.900
1747179034.069 0.000 0.000 3.980
1747179034.069 0.000 0.000 3.980
1747179036.128 0.000 0.000 -1.010
1747179036.191 0.000 0.000 -1.010
1747179036.191 0.000 0.000 -1.010
1747179038.154 0.000 0.000 -1.710
1747179038.154 0.000 0.000 -1.710
1747179040.179 0.000 0.000 -0.770
1747179041.239 0.000 0.000 -0.770
1747179041.239 0.000 0.000 -0.770
1747179042.234 0.000 0.000 -4.910
1747179042.234 0.000 0.000 -4.910
1747179044.284 0.000 0.000 4.130
1747179044.284 0.000 0.000 4.130
1747179046.273 0.000 0.000 -1.910
1747179046.335 0.000 0.000 -1.910
1747179046.335 0.000 0.000 -1.910
1747179048.324 0.000 0.000 2.270
1747179048.324 0.000 0.000 2.270
1747179050.325 0.000 0.000 -2.330
1747179051.382 0.000 0.000 -2.330
1747179051.382 0.000 0.000 -2.330
1747179052.379 0.000 0.000 -4.540
1747179052.379 0.000 0.000 -4.540
1747179054.382 0.000 0.000 4.430
1747179054.382 0.000 0.000 4.430
1747179056.399 0.000 0.000 4.740
1747179056.462 0.000 0.000 4.740
1747179056.462 0.000 0.000 4.740
1747179058.425 0.000 0.000 -0.140
1747179058.425 0.000 0.000 -0.140
1747179060.470 0.000 0.000 -3.010
1747179061.481 0.000 0.000 -3.010
1747179061.481 0.000 0.000 -3.010
1747179062.510 0.000 0.000 0.890
1747179062.510 0.000 0.000 0.890
1747179064.542 0.000 0.000 -0.730
1747179064.542 0.000 0.000 -0.730
1747179064.542 0.000 0.000 -0.730
1747179066.539 0.000 0.000 -4.310
1747179066.539 0.000 0.000 -4.310
1747179068.582 0.000 0.000 -1.410
1747179068.582 0.000 0.000 -1.410
1747179070.609 0.000 0.000 -4.240
1747179071.528 0.000 0.000 -4.240
1747179071.528 0.000 0.000 -4.240
1747179072.652 0.000 0.000 -2.620
1747179072.652 0.000 0.000 -2.620
1747179074.652 0.000 0.000 -2.850
1747179074.652 0.000 0.000 -2.850
1747179074.652 0.000 0.000 -2.850
1747179076.660 0.000 0.000 -4.400
1747179076.660 0.000 0.000 -4.400
1747179078.686 0.000 0.000 0.000
1747179078.686 0.000 0.000 0.000
1747179080.712 0.000 0.000 0.010
1747179081.644 0.000 0.000 0.010
1747179081.644 0.000 0.000 0.010
1747179082.762 0.000 0.000 -0.300
1747179082.762 0.000 0.000 -0.300
1747179084.758 0.000 0.000 2.870
1747179084.758 0.000 0.000 2.870
1747179084.758 0.000 0.000 2.870
1747179086.813 0.000 0.000 -1.980
1747179086.813 0.000 0.000 -1.980
1747179088.808 0.000 0.000 -0.300
1747179088.808 0.000 0.000 -0.300
1747179090.803 0.000 0.000 -4.830
1747179091.743 0.000 0.000 -4.830
1747179091.743 0.000 0.000 -4.830
1747179092.805 0.000 0.000 2.740
1747179092.805 0.000 0.000 2.740
1747179094.853 0.000 0.000 -1.400
1747179094.853 0.000 0.000 -1.400
1747179094.853 0.000 0.000 -1.400
1747179096.898 0.000 0.000 1.060
1747179096.898 0.000 0.000 1.060
1747179098.948 0.000 0.000 -0.620
1747179098.948 0.000 0.000 -0.620
1747179101.000 0.000 0.000 2.550
1747179101.814 0.000 0.000 2.550
1747179101.814 0.000 0.000 2.550
1747179103.053 0.000 0.000 -4.120
1747179103.053 0.000 0.000 -4.120
1747179105.039 0.000 0.000 2.500
1747179105.039 0.000 0.000 2.500
1747179105.039 0.000 0.000 2.500
1747179107.092 0.000 0.000 4.260
1747179107.092 0.000 0.000 4.260
1747179109.089 0.000 0.000 3.010
1747179109.089 0.000 0.000 3.010
1747179111.146 0.000 0.000 1.420
1747179111.896 0.000 0.000 1.420
1747179111.896 0.000 0.000 1.420
1747179113.144 0.000 0.000 -0.550
1747179113.144 0.000 0.000 -0.550
1747179115.155 0.000 0.000 4.680
1747179115.155 0.000 0.000 4.680
