Time X Y Theta
1747796104.577 0.000 0.000 3.079
1747796105.577 0.000 0.000 3.079
1747796105.577 0.000 0.000 2.685
1747796106.578 0.000 0.000 2.685
1747796106.578 0.000 0.000 2.738
1747796107.579 0.000 0.000 2.738
1747796107.579 0.000 0.000 -1.479
1747796108.579 0.000 0.000 -1.479
1747796108.580 0.000 0.000 0.190
1747796109.580 0.000 0.000 0.190
1747796109.581 0.000 0.000 -1.012
1747796110.582 0.000 0.000 -1.012
1747796110.582 0.000 0.000 2.278
1747796111.582 0.000 0.000 2.278
1747796111.586 0.000 0.000 2.952
1747796112.582 0.000 0.000 2.952
1747796112.582 0.000 0.000 3.044
1747796113.583 0.000 0.000 3.044
1747796113.584 0.000 0.000 -0.633
1747796114.583 0.000 0.000 -0.633
1747796114.583 0.000 0.000 -1.161
1747796115.584 0.000 0.000 -1.161
1747796115.584 0.000 0.000 0.904
1747796116.585 0.000 0.000 0.904
1747796116.586 0.000 0.000 -0.512
1747796117.585 0.000 0.000 -0.512
1747796117.585 0.000 0.000 1.566
1747796118.587 0.000 0.000 1.566
1747796118.587 0.000 0.000 1.664
1747796119.587 0.000 0.000 1.664
1747796119.587 0.000 0.000 1.888
1747796120.589 0.000 0.000 1.888
1747796120.589 0.000 0.000 1.222
1747796121.590 0.000 0.000 1.222
1747796121.590 0.000 0.000 -2.677
1747796122.590 0.000 0.000 -2.677
1747796122.591 0.000 0.000 2.781
1747796123.590 0.000 0.000 2.781
1747796123.591 0.000 0.000 -2.632
1747796124.592 0.000 0.000 -2.632
1747796124.592 0.000 0.000 0.148
1747796125.592 0.000 0.000 0.148
1747796125.592 0.000 0.000 0.776
1747796126.593 0.000 0.000 0.776
1747796126.593 0.000 0.000 1.003
1747796127.595 0.000 0.000 1.003
1747796127.595 0.000 0.000 0.739
1747796128.595 0.000 0.000 0.739
1747796128.596 0.000 0.000 3.058
1747796129.596 0.000 0.000 3.058
1747796129.596 0.000 0.000 2.164
1747796130.596 0.000 0.000 2.164
1747796130.596 0.000 0.000 -0.317
1747796131.596 0.000 0.000 -0.317
1747796131.596 0.000 0.000 1.212
1747796132.597 0.000 0.000 1.212
1747796132.597 0.000 0.000 0.651
1747796133.601 0.000 0.000 0.651
1747796133.602 0.000 0.000 -1.758
1747796134.598 0.000 0.000 -1.758
1747796134.598 0.000 0.000 -1.853
1747796135.598 0.000 0.000 -1.853
1747796135.599 0.000 0.000 1.512
1747796136.599 0.000 0.000 1.512
1747796136.600 0.000 0.000 0.444
1747796137.601 0.000 0.000 0.444
1747796137.601 0.000 0.000 -1.000
1747796138.601 0.000 0.000 -1.000
1747796138.601 0.000 0.000 -2.152
1747796139.603 0.000 0.000 -2.152
1747796139.603 0.000 0.000 2.025
1747796140.604 0.000 0.000 2.025
1747796140.604 0.000 0.000 -2.177
1747796141.605 0.000 0.000 -2.177
1747796141.605 0.000 0.000 -1.275
1747796142.606 0.000 0.000 -1.275
1747796142.606 0.000 0.000 -1.693
1747796143.606 0.000 0.000 -1.693
1747796143.606 0.000 0.000 -0.096
1747796144.608 0.000 0.000 -0.096
1747796144.609 0.000 0.000 0.781
1747796145.609 0.000 0.000 0.781
1747796145.610 0.000 0.000 1.878
1747796146.610 0.000 0.000 1.878
1747796146.611 0.000 0.000 -0.332
1747796147.611 0.000 0.000 -0.332
1747796147.611 0.000 0.000 3.110
1747796148.611 0.000 0.000 3.110
1747796148.611 0.000 0.000 0.872
1747796149.611 0.000 0.000 0.872
1747796149.611 0.000 0.000 2.916
1747796150.611 0.000 0.000 2.916
1747796150.613 0.000 0.000 1.031
1747796151.612 0.000 0.000 1.031
1747796151.612 0.000 0.000 0.542
1747796152.612 0.000 0.000 0.542
1747796152.613 0.000 0.000 -2.290
1747796153.613 0.000 0.000 -2.290
1747796153.614 0.000 0.000 2.100
1747796154.614 0.000 0.000 2.100
1747796154.614 0.000 0.000 1.093
1747796155.616 0.000 0.000 1.093
1747796155.616 0.000 0.000 1.782
1747796156.616 0.000 0.000 1.782
1747796156.617 0.000 0.000 0.599
1747796157.618 0.000 0.000 0.599
1747796157.618 0.000 0.000 0.404
1747796158.618 0.000 0.000 0.404
1747796158.618 0.000 0.000 -0.122
1747796159.620 0.000 0.000 -0.122
1747796159.620 0.000 0.000 -1.002
1747796160.622 0.000 0.000 -1.002
1747796160.622 0.000 0.000 2.764
1747796161.624 0.000 0.000 2.764
1747796161.624 0.000 0.000 -1.512
1747796162.626 0.000 0.000 -1.512
1747796162.626 0.000 0.000 -2.452
1747796163.626 0.000 0.000 -2.452
1747796163.626 0.000 0.000 -1.585
1747796164.628 0.000 0.000 -1.585
1747796164.628 0.000 0.000 0.133
1747796165.629 0.000 0.000 0.133
1747796165.630 0.000 0.000 -0.891
1747796166.631 0.000 0.000 -0.891
1747796166.632 0.000 0.000 -1.211
1747796167.633 0.000 0.000 -1.211
1747796167.633 0.000 0.000 0.600
1747796168.634 0.000 0.000 0.600
1747796168.634 0.000 0.000 0.309
1747796169.635 0.000 0.000 0.309
1747796169.635 0.000 0.000 -1.732
1747796170.635 0.000 0.000 -1.732
1747796170.635 0.000 0.000 2.432
1747796171.636 0.000 0.000 2.432
1747796171.636 0.000 0.000 -2.834
