Timestamp RPM1 RPM2 RPM3
1746867533.652 18.58817897922659 9.787970258788818 -22.523830376023184
1746867534.653 9.943028816915223 22.338829066022512 -12.579502219185365
1746867535.654 14.056777556012193 -2.4418959520976173 -12.131981702584547
1746867536.654 -21.25273869129397 -17.659369209230597 -21.658234553191107
1746867537.656 -16.41208451974031 -22.582560132741254 25.29564750643187
1746867538.656 9.883681137321652 -7.819649333658539 10.648494565043748
1746867539.657 -9.672384001433418 -11.842603513475769 5.739579857043765
1746867540.659 -16.43027808244143 -24.12268065478917 4.602252539979531
1746867541.659 10.89692182123838 10.028124301174472 -12.093562870224169
1746867542.660 -28.642148834316195 -7.967124156680352 -28.44401517716556
1746867543.662 14.787026715513854 15.326115165390803 -29.009063635168737
1746867544.663 -14.224964147431798 -1.3912780551785282 7.365619141276014
1746867545.664 5.774585065694701 21.7623179506612 1.33854545454599
1746867546.666 7.1126202139636305 -1.3103999089764713 -19.288904568783572
1746867547.667 -26.037496546881314 -15.434055480551665 3.884559099240171
1746867548.668 -14.717880500631944 -3.1481952803280358 10.51646186619709
1746867549.670 -7.414668758764563 13.46853490733654 14.381629670736075
1746867550.671 18.381720706512326 14.424438856523878 6.1670772565218215
1746867551.671 6.574197832347252 -10.546490320473367 -25.353775038338693
1746867552.672 -24.246659189586282 26.66571778153137 -5.3124937737454125
1746867553.672 2.851626460760194 -15.873790176364398 -7.417852338619685
1746867554.673 -24.567223671223076 22.27757282925962 27.24971173780432
1746867555.675 19.9801348595717 -5.814906035520568 -25.204549177528733
1746867556.677 -0.668834782738216 20.232221183495447 14.891617862107111
1746867557.677 -1.035823738311887 -22.908695625960263 17.581334216689243
1746867558.677 -28.729256027607313 -18.859653645656138 -2.7615405328016465
1746867559.679 -26.756385299183844 22.32559727431576 25.981804077772786
1746867560.679 -11.163659761405256 -11.934654678311148 6.730471898273628
1746867561.680 -24.57489363900322 -28.61887310977385 -26.44084114183824
1746867562.680 -7.529491645519041 -8.910504707577449 -21.558241134846288
1746867563.681 -21.206473544323057 -18.51570824878995 23.76918558206269
1746867564.681 -15.143250830255703 29.641220336085468 12.274259039091092
1746867565.682 10.288404560089688 15.678767617996016 -29.374327812654386
1746867566.682 29.502030774730613 -5.208557882470426 -28.513958026854958
1746867567.683 14.750376725973844 23.176604199917342 -14.019634193200922
1746867568.684 20.826675817274257 -27.87765262603832 25.302576800340603
1746867569.685 -7.072868974802208 8.831787916863952 5.87282686154964
1746867570.687 -26.381440041587915 18.945687958307502 -15.284760078308794
1746867571.689 -20.069205677281314 -7.268631711750469 -0.6465093521980556
1746867572.689 3.7922970194550274 -23.87389910833949 21.026277569680687
1746867573.690 19.276322812492033 2.137202249932571 -4.683089944912474
1746867574.690 -16.226181459860747 -24.018639368259464 25.142019219200755
1746867575.692 -0.3275929970985558 -5.051997750888759 -26.578892941593637
1746867576.693 2.4413116053499238 -18.457462539701673 15.966755023602374
1746867577.694 16.670233684550574 -23.990922080569515 18.223659558085323
1746867578.695 21.922813553463293 -24.151785906984262 23.641659870112576
1746867579.697 -18.292241059755455 20.55806630994301 -24.611724501794626
1746867580.697 -28.25303710197951 -7.468447802275751 -9.760137609971782
1746867581.697 25.30036087755171 -26.760737312558778 13.613823062747855
1746867582.698 14.10052874046837 -11.061938270967222 -29.97390809823157
1746867583.699 -18.27484044044068 6.420154106618995 -26.553046296948587
1746867584.701 6.864329176306725 -20.984724549481026 -21.32344921187299
1746867585.702 -13.575240770940322 -8.6551129004086 -3.4806204835808465
1746867586.702 -29.17502129533682 -25.760186628709505 -9.939090816405546
1746867587.703 -27.978575873019174 12.147787704466232 6.513366653883388
1746867588.704 11.399908999215157 13.032185223992258 -20.34427802858199
1746867589.705 -4.272379711140832 19.681175022160026 8.920781806247142
1746867590.706 -1.3051910130609912 20.820597681358137 -29.673165572021848
1746867591.706 -24.782490106372276 8.945915444131394 -19.15158726552352
1746867592.708 7.8349629908495615 0.36653025710315745 11.629717805456913
1746867593.709 6.821504826411555 -23.262669106838725 -8.95685544865428
1746867594.709 2.334401256523826 -4.281544704060877 -17.1653998985097
1746867595.711 28.905198617577994 18.511870559399874 26.14159945018107
1746867596.711 -10.278049746494823 -14.268889458313236 29.557183835307384
1746867597.713 4.75353544044814 6.22718735400646 -8.24346285977159
1746867598.714 -25.49345649344638 14.253843802048124 10.945757366112353
1746867599.715 17.427421628917436 -6.47337192932352 26.77606719781854
1746867600.716 8.364636152614544 -10.776758875642592 -7.00405724210021
1746867601.717 -7.995144061397664 4.315666009278019 21.271130815004277
1746867602.718 4.978884301169039 23.589452481542224 28.426818714655475
1746867603.718 -18.75618696392568 -18.713833387271837 27.67822262529451
1746867604.720 -19.468868040753584 -27.53412346554927 11.622893638119749
1746867605.720 5.708268434928463 -8.85090194719509 -7.568805183548182
1746867606.720 -16.82878366496703 -13.386810667394652 -22.383794422449668
1746867607.722 -7.234177121979208 -8.899916716134914 10.597847081721767
1746867608.722 12.474006110191759 11.170539652267927 -0.6627469058870545
1746867609.723 -3.3416683301713306 27.047184976647223 29.526776921913772
1746867610.724 16.50278501825884 -2.7490210878750716 14.391752057217587
1746867611.726 28.035468601960737 3.3325244694375797 13.622123820665678
1746867612.727 -3.929818068818527 12.781841449102075 17.93354281719806
1746867613.728 2.145326349440765 13.564699958328163 -22.68135427280276
1746867614.729 -18.166447810071183 15.642205007490631 -6.479486634952746
1746867615.730 -23.564870829759858 -19.909792133538968 -3.2262502000650564
1746867616.731 -1.8635971650887058 13.73821775175223 -28.9764354179201
1746867617.732 6.986477484984761 -14.857938719593973 -5.227043564028481
1746867618.734 26.55931688907708 29.847799369409998 -28.809023134034348
1746867619.735 20.770437497594116 13.016680759138232 0.2763975346798375
1746867620.735 28.381736021196666 4.59352587440776 -5.87537502809451
1746867621.736 7.218016916221195 23.63539653859963 -16.797183826250695
1746867622.737 -7.323390493231415 -16.73575055522258 23.64261023185429
1746867623.738 26.560126868246797 2.955688134408966 -11.90438687629253
1746867624.740 -2.0380891889130623 -26.562374169186608 14.393543624230638
1746867625.740 -1.085630928308067 -22.950850290653293 -25.34747369400548
1746867626.742 4.2080836915317406 0.510536778735883 2.666990535509669
1746867627.743 27.8727202793336 -2.5960891039156735 -11.885842053221687
1746867628.744 -7.428273175806929 -11.998528922084034 24.01776435074477
1746867629.746 -3.1721763083050725 -29.37795259953183 -22.158812238542808
1746867630.747 -28.554262246113936 -10.80844009312182 7.707020412267937
1746867631.748 18.64668062144478 11.1088062155264 -6.535843498389756
1746867632.749 -9.594021914901681 1.7964853488613315 20.713887396466596
1746867633.751 -26.329209143396746 5.322658326311149 -10.164446461889533
1746867634.752 -11.69905847326271 -21.34195550935177 -22.74601465719098
1746867635.753 -26.872720460987686 19.127965458797348 12.344738297328135
1746867636.754 5.62811740814103 -27.205579652127977 -21.909145385914037
1746867637.754 7.186359346777984 -27.11645989491768 5.915439499874985
1746867638.755 2.7991865857663782 -13.48568187897154 23.890104371856566
1746867639.755 -21.073331452003934 -2.498052415486164 27.350074406037052
1746867640.756 -25.70388093212304 -0.5694355124024106 13.541911819309654
1746867641.757 -13.439527102976957 11.214342137447915 -14.76890100685866
1746867642.758 -20.84420886723902 13.944598485994106 8.933864967285352
1746867643.759 -21.7245448327836 -7.773417964096616 11.599678870760634
1746867644.760 -4.137277164502766 1.57665732439877 28.75296288692948
1746867645.761 24.421508485935824 23.64858772872467 18.273065760718396
1746867646.763 -14.307464083663469 -24.495456403058242 -20.49968059545943
1746867647.765 26.516793803410756 -9.784039674858228 -3.515824875121826
1746867648.765 22.385989207104153 25.782088181118382 -10.558896405246294
1746867649.766 6.961286168868085 -6.619871871951474 -7.365366927116831
1746867650.767 13.886757573159798 -26.06864647885493 15.115049008374925
1746867651.767 -19.05234314410172 -10.598362168315415 -14.766695124098328
1746867652.768 -2.9788814672518953 -24.514046695668444 27.996946712701273
1746867653.770 -0.2134216883899711 21.702894471060254 -17.229629183548116
1746867654.770 -22.03406205365509 -1.546263889993373 -13.945020391636362
1746867655.771 23.72188447481917 1.6231947711298602 26.880646377914196
1746867656.772 -12.21450910750071 -22.372496728484272 26.352536955830985
1746867657.773 -8.051459749113924 -9.250317156724762 22.81860240435654
1746867658.773 2.4092322303761193 -17.37743486432892 -29.871194446233808
1746867659.774 3.157922599627639 -9.003463579569924 5.415944956625772
1746867660.775 23.766466195636973 2.023262569578719 6.1538606010300825
1746867661.777 3.7065134859479727 10.768191573260339 -8.211743215309738
1746867662.779 -29.695488242556998 17.331992036053258 10.867360775355628
1746867663.779 -1.5246091027190687 16.41488096245495 28.373717350412186
1746867664.781 -3.3306807815402593 10.114590998319578 9.278057753072368
1746867665.782 5.793813277190864 -11.567432645427914 18.589390004616405
1746867666.784 -15.35000347735256 14.384210619702827 13.626833036154608
1746867667.785 27.06059597489677 8.685225201389095 -4.580177453696187
1746867668.786 -0.31026633891406874 16.015960433677634 18.030051522062458
1746867669.787 15.2325665661224 26.501206695625598 7.809338614808354
1746867670.788 -27.976750433980968 6.397071489739119 -3.9578986881574423
1746867671.789 28.826369060355738 -21.1410345988568 2.1097511978763563
1746867672.791 -2.1689861090359166 6.828814136453168 22.58640277018951
