Time X Y Theta
1756973304.511 0.000 0.000 0.000
1756973304.611 0.000 0.000 0.000
1756973304.712 0.000 0.000 0.000
1756973304.812 0.000 0.000 0.000
1756973304.913 0.000 0.000 0.000
1756973305.013 0.000 0.000 0.000
1756973305.114 0.000 0.000 0.000
1756973305.214 0.000 0.000 0.000
1756973305.314 0.000 0.000 0.000
1756973305.415 0.000 0.000 0.000
1756973305.516 0.000 0.000 0.000
1756973305.616 0.000 0.000 0.000
1756973305.717 0.000 0.000 0.000
1756973305.818 0.000 0.000 0.000
1756973305.918 0.000 0.000 0.000
1756973306.019 0.000 0.000 0.000
1756973306.120 0.000 0.000 0.000
1756973306.221 0.000 0.000 0.000
1756973306.322 0.000 0.000 0.000
1756973306.423 0.000 0.000 0.000
1756973306.524 0.000 0.000 0.000
1756973306.625 0.000 0.000 0.000
1756973306.726 0.000 0.000 0.000
1756973306.826 0.000 0.000 0.000
1756973306.926 0.000 0.000 0.000
1756973307.027 0.000 0.000 0.000
1756973307.128 0.000 0.000 0.000
1756973307.229 0.000 0.000 0.000
1756973307.330 0.000 0.000 0.000
1756973307.431 0.000 0.000 0.000
1756973307.532 0.000 0.000 0.000
1756973307.632 0.000 0.000 0.000
1756973307.732 0.000 0.000 0.000
1756973307.833 0.000 0.000 0.000
1756973307.934 0.000 0.000 0.000
1756973308.035 0.000 0.000 0.000
1756973308.135 0.000 0.000 0.000
1756973308.236 0.000 0.000 0.000
1756973308.338 0.000 0.000 0.000
1756973308.439 0.000 0.000 0.000
1756973308.540 0.000 0.000 0.000
1756973308.641 0.000 0.000 0.000
1756973308.742 0.000 0.000 0.000
1756973308.842 0.000 0.000 0.000
1756973308.942 0.000 0.000 0.000
1756973309.043 0.000 0.000 0.000
1756973309.143 0.000 0.000 0.000
1756973309.244 0.000 0.000 0.000
1756973309.344 0.000 0.000 0.000
1756973309.445 0.000 0.000 0.000
1756973309.546 0.000 0.000 0.000
1756973309.647 0.000 0.000 0.000
1756973309.747 0.000 0.000 0.000
1756973309.848 0.000 0.000 0.000
1756973309.948 0.000 0.000 0.000
1756973310.049 0.000 0.000 0.000
1756973310.149 0.000 0.000 0.000
1756973310.250 0.000 0.000 0.000
1756973310.351 0.000 0.000 0.000
1756973310.452 0.000 0.000 0.000
1756973310.553 0.000 0.000 0.000
1756973310.654 0.000 0.000 0.000
1756973310.755 0.000 0.000 0.000
1756973310.855 0.000 0.000 0.000
1756973310.956 0.000 0.000 0.000
1756973311.057 0.000 0.000 0.000
1756973311.157 0.000 0.000 0.000
1756973311.258 0.000 0.000 0.000
1756973311.359 0.000 0.000 0.000
1756973311.460 0.000 0.000 0.000
1756973311.561 0.000 0.000 0.000
1756973311.661 0.000 0.000 0.000
1756973311.762 0.000 0.000 0.000
1756973311.863 0.000 0.000 0.000
1756973311.963 0.000 0.000 0.000
1756973312.964 0.000 0.000 0.000
1756973313.965 0.000 0.000 0.000
1756973314.965 0.000 0.000 0.000
1756973315.965 0.000 0.000 0.000
1756973316.966 0.000 0.000 0.000
1756973317.966 0.000 0.000 0.000
1756973318.968 0.000 0.000 0.000
1756973319.968 0.000 0.000 0.000
1756973320.969 0.000 0.000 0.000
1756973321.969 0.000 0.000 0.000
1756973322.970 0.000 0.000 0.000
1756973323.971 0.000 0.000 0.000
1756973324.971 0.000 0.000 0.000
1756973325.971 0.000 0.000 0.000
1756973326.972 0.000 0.000 0.000
1756973327.973 0.000 0.000 0.000
1756973328.974 0.000 0.000 0.000
1756973329.974 0.000 0.000 0.000
1756973330.975 0.000 0.000 0.000
1756973331.975 0.000 0.000 0.000
1756973332.975 0.000 0.000 0.000
1756973333.976 0.000 0.000 0.000
1756973334.976 0.000 0.000 0.000
1756973335.977 0.000 0.000 0.000
1756973336.978 0.000 0.000 0.000
