Time X Y Theta
1747177015.107 0.000 0.000 -1.850
1747177015.170 0.000 0.000 -1.850
1747177015.170 0.000 0.000 -1.850
1747177017.163 0.000 0.000 -3.660
1747177017.163 0.000 0.000 -3.660
1747177019.200 0.000 0.000 2.460
1747177020.196 0.000 0.000 2.460
1747177020.196 0.000 0.000 2.460
1747177021.256 0.000 0.000 0.040
1747177021.256 0.000 0.000 0.040
1747177023.256 0.000 0.000 3.310
1747177023.256 0.000 0.000 3.310
1747177025.264 0.000 0.000 0.810
1747177025.326 0.000 0.000 0.810
1747177025.326 0.000 0.000 0.810
1747177027.262 0.000 0.000 -4.440
1747177027.262 0.000 0.000 -4.440
1747177029.258 0.000 0.000 1.870
