Time X Y Theta
1747177916.604 0.000 0.000 3.610
1747177916.665 0.000 0.000 3.610
1747177916.665 0.000 0.000 3.610
1747177918.602 0.000 0.000 -2.130
1747177918.602 0.000 0.000 -2.130
1747177920.654 0.000 0.000 4.400
1747177921.714 0.000 0.000 4.400
1747177921.714 0.000 0.000 4.400
1747177922.649 0.000 0.000 -0.530
1747177922.649 0.000 0.000 -0.530
1747177924.706 0.000 0.000 -4.070
1747177924.706 0.000 0.000 -4.070
1747177926.697 0.000 0.000 3.870
1747177926.759 0.000 0.000 3.870
1747177926.759 0.000 0.000 3.870
1747177928.695 0.000 0.000 -0.720
1747177928.695 0.000 0.000 -0.720
1747177930.750 0.000 0.000 -1.140
1747177931.812 0.000 0.000 -1.140
1747177931.812 0.000 0.000 -1.140
1747177932.745 0.000 0.000 -4.800
