Time X Y Theta
1747176257.931 0.000 0.000 0.600
1747176257.995 0.000 0.000 0.600
1747176257.995 0.000 0.000 0.600
1747176259.978 0.000 0.000 2.540
1747176259.978 0.000 0.000 2.540
1747176262.033 0.000 0.000 -2.860
1747176263.029 0.000 0.000 -2.860
1747176263.029 0.000 0.000 -2.860
1747176264.026 0.000 0.000 1.160
1747176264.026 0.000 0.000 1.160
1747176266.078 0.000 0.000 -3.420
1747176266.078 0.000 0.000 -3.420
1747176268.077 0.000 0.000 1.020
1747176268.140 0.000 0.000 1.020
1747176268.140 0.000 0.000 1.020
1747176270.129 0.000 0.000 2.750
1747176270.129 0.000 0.000 2.750
1747176272.125 0.000 0.000 3.980
1747176273.185 0.000 0.000 3.980
1747176273.185 0.000 0.000 3.980
1747176274.120 0.000 0.000 -2.120
1747176274.120 0.000 0.000 -2.120
1747176276.119 0.000 0.000 -2.770
1747176276.119 0.000 0.000 -2.770
1747176278.119 0.000 0.000 -2.520
1747176278.181 0.000 0.000 -2.520
1747176278.181 0.000 0.000 -2.520
1747176280.176 0.000 0.000 -4.220
1747176280.176 0.000 0.000 -4.220
1747176282.169 0.000 0.000 2.500
1747176283.227 0.000 0.000 2.500
1747176283.227 0.000 0.000 2.500
1747176284.223 0.000 0.000 -2.670
1747176284.223 0.000 0.000 -2.670
1747176286.235 0.000 0.000 -2.580
1747176286.235 0.000 0.000 -2.580
1747176288.227 0.000 0.000 -1.210
1747176288.289 0.000 0.000 -1.210
1747176288.289 0.000 0.000 -1.210
1747176290.283 0.000 0.000 -4.970
1747176290.283 0.000 0.000 -4.970
1747176292.280 0.000 0.000 -0.710
1747176293.344 0.000 0.000 -0.710
1747176293.344 0.000 0.000 -0.710
1747176294.281 0.000 0.000 -3.120
1747176294.281 0.000 0.000 -3.120
1747176296.275 0.000 0.000 4.190
1747176296.275 0.000 0.000 4.190
1747176298.333 0.000 0.000 -3.110
1747176298.396 0.000 0.000 -3.110
1747176298.396 0.000 0.000 -3.110
1747176300.326 0.000 0.000 -1.900
1747176300.326 0.000 0.000 -1.900
1747176302.377 0.000 0.000 -1.680
1747176303.436 0.000 0.000 -1.680
1747176303.436 0.000 0.000 -1.680
1747176304.376 0.000 0.000 -3.020
1747176304.376 0.000 0.000 -3.020
1747176306.368 0.000 0.000 4.240
1747176306.368 0.000 0.000 4.240
1747176308.422 0.000 0.000 4.020
1747176308.484 0.000 0.000 4.020
1747176308.484 0.000 0.000 4.020
1747176310.414 0.000 0.000 0.940
1747176310.414 0.000 0.000 0.940
1747176312.464 0.000 0.000 2.590
1747176313.519 0.000 0.000 2.590
1747176313.519 0.000 0.000 2.590
1747176314.517 0.000 0.000 2.190
1747176314.517 0.000 0.000 2.190
1747176316.520 0.000 0.000 -2.930
1747176316.520 0.000 0.000 -2.930
1747176318.509 0.000 0.000 4.030
1747176318.570 0.000 0.000 4.030
1747176318.570 0.000 0.000 4.030
1747176320.562 0.000 0.000 1.680
1747176320.562 0.000 0.000 1.680
1747176322.555 0.000 0.000 3.860
1747176323.616 0.000 0.000 3.860
1747176323.616 0.000 0.000 3.860
1747176324.607 0.000 0.000 5.000
1747176324.607 0.000 0.000 5.000
1747176326.656 0.000 0.000 -3.020
1747176326.656 0.000 0.000 -3.020
1747176328.650 0.000 0.000 -3.520
1747176328.711 0.000 0.000 -3.520
1747176328.711 0.000 0.000 -3.520
1747176330.699 0.000 0.000 -3.890
1747176330.699 0.000 0.000 -3.890
1747176332.754 0.000 0.000 0.380
1747176333.752 0.000 0.000 0.380
1747176333.752 0.000 0.000 0.380
1747176334.751 0.000 0.000 1.170
1747176334.751 0.000 0.000 1.170
1747176336.745 0.000 0.000 0.530
1747176336.745 0.000 0.000 0.530
1747176338.801 0.000 0.000 3.170
1747176338.863 0.000 0.000 3.170
1747176338.863 0.000 0.000 3.170
1747176340.791 0.000 0.000 3.880
1747176340.791 0.000 0.000 3.880
1747176342.848 0.000 0.000 3.030
1747176343.906 0.000 0.000 3.030
1747176343.906 0.000 0.000 3.030
1747176344.843 0.000 0.000 -1.780
1747176344.843 0.000 0.000 -1.780
1747176346.840 0.000 0.000 -2.600
1747176346.840 0.000 0.000 -2.600
1747176348.835 0.000 0.000 -4.840
1747176348.898 0.000 0.000 -4.840
1747176348.898 0.000 0.000 -4.840
1747176350.892 0.000 0.000 -2.740
1747176350.892 0.000 0.000 -2.740
1747176352.889 0.000 0.000 -1.400
1747176353.952 0.000 0.000 -1.400
1747176353.952 0.000 0.000 -1.400
1747176354.888 0.000 0.000 -3.740
1747176354.888 0.000 0.000 -3.740
1747176356.942 0.000 0.000 -2.440
1747176356.942 0.000 0.000 -2.440
1747176358.934 0.000 0.000 -4.960
1747176358.997 0.000 0.000 -4.960
1747176358.997 0.000 0.000 -4.960
1747176360.929 0.000 0.000 1.690
1747176360.929 0.000 0.000 1.690
1747176362.978 0.000 0.000 1.210
1747176364.039 0.000 0.000 1.210
1747176364.039 0.000 0.000 1.210
1747176364.977 0.000 0.000 -3.600
1747176364.977 0.000 0.000 -3.600
1747176367.032 0.000 0.000 -4.790
1747176367.032 0.000 0.000 -4.790
1747176369.030 0.000 0.000 0.330
1747176369.092 0.000 0.000 0.330
1747176369.092 0.000 0.000 0.330
1747176371.023 0.000 0.000 4.750
1747176371.023 0.000 0.000 4.750
1747176373.078 0.000 0.000 -3.880
1747176374.133 0.000 0.000 -3.880
1747176374.133 0.000 0.000 -3.880
1747176375.130 0.000 0.000 -0.010
1747176375.130 0.000 0.000 -0.010
1747176377.122 0.000 0.000 4.620
1747176377.122 0.000 0.000 4.620
1747176379.124 0.000 0.000 -3.480
1747176379.185 0.000 0.000 -3.480
1747176379.185 0.000 0.000 -3.480
1747176381.119 0.000 0.000 2.870
1747176381.119 0.000 0.000 2.870
1747176383.177 0.000 0.000 0.760
1747176384.234 0.000 0.000 0.760
1747176384.234 0.000 0.000 0.760
1747176385.167 0.000 0.000 -2.880
1747176385.167 0.000 0.000 -2.880
1747176387.220 0.000 0.000 4.890
1747176387.220 0.000 0.000 4.890
1747176389.216 0.000 0.000 3.350
1747176389.278 0.000 0.000 3.350
1747176389.278 0.000 0.000 3.350
1747176391.218 0.000 0.000 2.140
1747176391.218 0.000 0.000 2.140
1747176393.218 0.000 0.000 2.350
1747176394.279 0.000 0.000 2.350
1747176394.279 0.000 0.000 2.350
