Time X Y Theta
1748147622.615 0.000 0.000 2.207
1748147622.616 0.000 0.000 2.207
1748147622.616 0.000 0.000 2.207
1748147632.616 0.000 0.000 2.234
1748147632.616 0.000 0.000 2.234
1748147632.616 0.000 0.000 2.234
1748147642.617 0.000 0.000 2.826
1748147642.617 0.000 0.000 2.826
1748147642.617 0.000 0.000 2.826
1748147652.618 0.000 0.000 1.530
1748147652.618 0.000 0.000 1.530
1748147652.618 0.000 0.000 1.530
1748147662.618 0.000 0.000 1.832
1748147662.618 0.000 0.000 1.832
1748147662.618 0.000 0.000 1.832
1748147672.619 0.000 0.000 -0.680
1748147672.619 0.000 0.000 -0.680
1748147672.619 0.000 0.000 -0.680
1748147682.620 0.000 0.000 2.679
1748147682.624 0.000 0.000 2.679
1748147682.624 0.000 0.000 2.679
1748147692.625 0.000 0.000 2.201
1748147692.625 0.000 0.000 2.201
1748147692.625 0.000 0.000 2.201
1748147702.621 0.000 0.000 -2.314
1748147702.621 0.000 0.000 -2.314
1748147702.621 0.000 0.000 -2.314
1748147712.622 0.000 0.000 -0.727
1748147712.622 0.000 0.000 -0.727
1748147712.622 0.000 0.000 -0.727
1748147722.624 0.000 0.000 -1.693
1748147722.624 0.000 0.000 -1.693
1748147722.624 0.000 0.000 -1.693
1748147732.625 0.000 0.000 -1.833
1748147732.626 0.000 0.000 -1.833
1748147732.626 0.000 0.000 -1.833
1748147742.626 0.000 0.000 -0.418
1748147742.626 0.000 0.000 -0.418
1748147742.626 0.000 0.000 -0.418
1748147752.627 0.000 0.000 -0.473
1748147752.628 0.000 0.000 -0.473
1748147752.628 0.000 0.000 -0.473
1748147762.629 0.000 0.000 -0.288
1748147762.629 0.000 0.000 -0.288
1748147762.629 0.000 0.000 -0.288
1748147772.629 0.000 0.000 1.471
1748147772.630 0.000 0.000 1.471
1748147772.630 0.000 0.000 1.471
1748147782.630 0.000 0.000 2.181
1748147782.630 0.000 0.000 2.181
1748147782.630 0.000 0.000 2.181
1748147792.632 0.000 0.000 1.583
1748147792.632 0.000 0.000 1.583
1748147792.632 0.000 0.000 1.583
1748147802.633 0.000 0.000 -1.632
1748147802.633 0.000 0.000 -1.632
1748147802.633 0.000 0.000 -1.632
1748147812.634 0.000 0.000 -1.909
1748147812.634 0.000 0.000 -1.909
1748147812.634 0.000 0.000 -1.909
1748147822.636 0.000 0.000 -0.520
1748147822.636 0.000 0.000 -0.520
1748147822.636 0.000 0.000 -0.520
1748147832.637 0.000 0.000 -0.754
1748147832.638 0.000 0.000 -0.754
1748147832.638 0.000 0.000 -0.754
1748147842.638 0.000 0.000 0.844
1748147842.638 0.000 0.000 0.844
