Time X Y Theta
1747178182.899 0.000 0.000 3.350
1747178182.962 0.000 0.000 3.350
1747178182.962 0.000 0.000 3.350
1747178184.960 0.000 0.000 -3.580
1747178184.960 0.000 0.000 -3.580
1747178187.021 0.000 0.000 -0.880
1747178188.021 0.000 0.000 -0.880
1747178188.021 0.000 0.000 -0.880
1747178189.014 0.000 0.000 1.970
1747178189.014 0.000 0.000 1.970
1747178191.010 0.000 0.000 -1.910
1747178191.010 0.000 0.000 -1.910
1747178193.067 0.000 0.000 -3.540
1747178193.129 0.000 0.000 -3.540
1747178193.129 0.000 0.000 -3.540
1747178195.058 0.000 0.000 -4.450
1747178195.058 0.000 0.000 -4.450
1747178197.113 0.000 0.000 -3.310
1747178198.173 0.000 0.000 -3.310
1747178198.173 0.000 0.000 -3.310
1747178199.107 0.000 0.000 2.390
1747178199.107 0.000 0.000 2.390
1747178201.109 0.000 0.000 -3.570
1747178201.109 0.000 0.000 -3.570
1747178203.159 0.000 0.000 -2.590
1747178203.223 0.000 0.000 -2.590
1747178203.223 0.000 0.000 -2.590
1747178205.155 0.000 0.000 -2.960
1747178205.155 0.000 0.000 -2.960
1747178207.155 0.000 0.000 2.520
1747178208.217 0.000 0.000 2.520
1747178208.217 0.000 0.000 2.520
1747178209.149 0.000 0.000 -2.760
1747178209.149 0.000 0.000 -2.760
1747178211.148 0.000 0.000 1.560
1747178211.148 0.000 0.000 1.560
1747178213.205 0.000 0.000 -4.060
1747178213.268 0.000 0.000 -4.060
1747178213.268 0.000 0.000 -4.060
1747178215.200 0.000 0.000 -3.580
1747178215.200 0.000 0.000 -3.580
1747178217.203 0.000 0.000 -3.940
1747178218.265 0.000 0.000 -3.940
1747178218.265 0.000 0.000 -3.940
1747178219.201 0.000 0.000 -0.870
1747178219.201 0.000 0.000 -0.870
1747178221.254 0.000 0.000 1.170
1747178221.254 0.000 0.000 1.170
1747178223.245 0.000 0.000 4.040
1747178223.308 0.000 0.000 4.040
1747178223.308 0.000 0.000 4.040
1747178225.241 0.000 0.000 -4.460
1747178225.241 0.000 0.000 -4.460
1747178227.295 0.000 0.000 0.880
1747178228.358 0.000 0.000 0.880
1747178228.358 0.000 0.000 0.880
1747178229.290 0.000 0.000 -3.900
1747178229.290 0.000 0.000 -3.900
1747178231.293 0.000 0.000 3.230
1747178231.293 0.000 0.000 3.230
1747178233.348 0.000 0.000 -2.780
1747178233.411 0.000 0.000 -2.780
1747178233.411 0.000 0.000 -2.780
1747178235.350 0.000 0.000 -3.290
1747178235.350 0.000 0.000 -3.290
1747178237.350 0.000 0.000 -2.110
